Agency,Descriptor,Resolved Type,Duration Type,Community Board,Cluster Labels
NYPD,Noise,no_violation,"(63.33, 2677.65]",02 MANHATTAN,3
NYPD,Noise,no_violation,"(63.33, 2677.65]",02 MANHATTAN,3
NYPD,Noise,no_violation,"(0.069, 26.55]",11 MANHATTAN,6
NYPD,Noise,no_violation,"(0.069, 26.55]",07 MANHATTAN,6
NYPD,Traffic,no_violation,"(63.33, 2677.65]",03 MANHATTAN,7
NYPD,Noise,no_violation,"(0.069, 26.55]",11 MANHATTAN,6
NYPD,Noise,no_violation,"(63.33, 2677.65]",01 MANHATTAN,3
NYPD,Noise,fixed,"(0.069, 26.55]",10 MANHATTAN,1
NYPD,Noise,no_violation,"(26.55, 63.33]",10 MANHATTAN,1
NYPD,Noise,no_violation,"(26.55, 63.33]",10 MANHATTAN,1
NYPD,Traffic,no_violation,"(63.33, 2677.65]",11 MANHATTAN,7
NYPD,Noise,fixed,"(0.069, 26.55]",02 MANHATTAN,10
NYPD,Noise,fixed,"(26.55, 63.33]",12 MANHATTAN,1
NYPD,Noise,fixed,"(63.33, 2677.65]",12 MANHATTAN,10
NYPD,Noise,fixed,"(63.33, 2677.65]",12 MANHATTAN,10
NYPD,Noise,fixed,"(63.33, 2677.65]",12 MANHATTAN,10
NYPD,Noise,fixed,"(0.069, 26.55]",12 MANHATTAN,10
NYPD,Noise,fixed,"(63.33, 2677.65]",12 MANHATTAN,10
NYPD,Noise,fixed,"(26.55, 63.33]",11 MANHATTAN,1
NYPD,Noise,fixed,"(63.33, 2677.65]",12 MANHATTAN,10
NYPD,Noise,no_violation,"(0.069, 26.55]",11 MANHATTAN,6
NYPD,Noise,no_violation,"(0.069, 26.55]",08 MANHATTAN,6
NYPD,Noise,fixed,"(63.33, 2677.65]",12 MANHATTAN,10
NYPD,Noise,no_violation,"(63.33, 2677.65]",10 MANHATTAN,3
NYPD,Noise,no_violation,"(26.55, 63.33]",10 MANHATTAN,1
NYPD,Noise,fixed,"(26.55, 63.33]",11 MANHATTAN,1
NYPD,Other,no_violation,"(0.069, 26.55]",08 MANHATTAN,6
NYPD,Noise,no_violation,"(0.069, 26.55]",09 MANHATTAN,6
NYPD,Noise,fixed,"(26.55, 63.33]",12 MANHATTAN,1
NYPD,Noise,no_violation,"(0.069, 26.55]",09 MANHATTAN,6
NYPD,Noise,no_violation,"(26.55, 63.33]",09 MANHATTAN,2
NYPD,Noise,fixed,"(63.33, 2677.65]",12 MANHATTAN,10
NYPD,Noise,fixed,"(0.069, 26.55]",09 MANHATTAN,10
NYPD,Noise,fixed,"(26.55, 63.33]",03 MANHATTAN,1
NYPD,Noise,no_violation,"(63.33, 2677.65]",03 MANHATTAN,3
NYPD,Noise,fixed,"(63.33, 2677.65]",03 MANHATTAN,1
NYPD,Noise,fixed,"(26.55, 63.33]",09 MANHATTAN,1
NYPD,Noise,fixed,"(63.33, 2677.65]",03 MANHATTAN,1
NYPD,Noise,no_violation,"(26.55, 63.33]",09 MANHATTAN,2
NYPD,Noise,fixed,"(26.55, 63.33]",03 MANHATTAN,1
NYPD,Noise,no_violation,"(63.33, 2677.65]",03 MANHATTAN,3
NYPD,Noise,no_violation,"(63.33, 2677.65]",03 MANHATTAN,3
NYPD,Traffic,no_violation,"(63.33, 2677.65]",03 MANHATTAN,7
NYPD,Noise,no_violation,"(63.33, 2677.65]",03 MANHATTAN,3
NYPD,Noise,no_violation,"(26.55, 63.33]",10 MANHATTAN,1
NYPD,Traffic,fixed,"(63.33, 2677.65]",03 MANHATTAN,7
NYPD,Noise,info_needed,"(63.33, 2677.65]",03 MANHATTAN,3
NYPD,Noise,no_violation,"(63.33, 2677.65]",10 MANHATTAN,3
NYPD,Noise,fixed,"(0.069, 26.55]",03 MANHATTAN,6
NYPD,Noise,no_violation,"(26.55, 63.33]",07 MANHATTAN,2
NYPD,Noise,no_violation,"(63.33, 2677.65]",03 MANHATTAN,3
NYPD,Noise,fixed,"(63.33, 2677.65]",03 MANHATTAN,1
NYPD,Noise,no_violation,"(63.33, 2677.65]",12 MANHATTAN,2
NYPD,Noise,no_violation,"(63.33, 2677.65]",03 MANHATTAN,3
NYPD,Noise,no_violation,"(0.069, 26.55]",12 MANHATTAN,2
NYPD,Noise,fixed,"(63.33, 2677.65]",03 MANHATTAN,1
NYPD,Noise,fixed,"(63.33, 2677.65]",03 MANHATTAN,1
NYPD,Noise,no_violation,"(63.33, 2677.65]",12 MANHATTAN,2
NYPD,Noise,fixed,"(63.33, 2677.65]",10 MANHATTAN,1
NYPD,Noise,info_needed,"(63.33, 2677.65]",03 MANHATTAN,3
NYPD,Noise,fixed,"(0.069, 26.55]",10 MANHATTAN,1
NYPD,Noise,fixed,"(0.069, 26.55]",10 MANHATTAN,1
NYPD,Noise,no_violation,"(63.33, 2677.65]",12 MANHATTAN,2
NYPD,Noise,fixed,"(26.55, 63.33]",09 MANHATTAN,1
NYPD,Noise,no_violation,"(0.069, 26.55]",12 MANHATTAN,2
NYPD,Noise,no_violation,"(63.33, 2677.65]",03 MANHATTAN,3
NYPD,Noise,fixed,"(26.55, 63.33]",06 MANHATTAN,1
NYPD,Noise,fixed,"(26.55, 63.33]",07 MANHATTAN,1
NYPD,Noise,fixed,"(0.069, 26.55]",07 MANHATTAN,10
NYPD,Noise,no_violation,"(0.069, 26.55]",12 MANHATTAN,2
NYPD,Traffic,no_violation,"(63.33, 2677.65]",03 MANHATTAN,7
NYPD,Traffic,no_violation,"(63.33, 2677.65]",12 MANHATTAN,7
NYPD,Noise,no_violation,"(63.33, 2677.65]",12 MANHATTAN,2
NYPD,Noise,no_violation,"(63.33, 2677.65]",12 MANHATTAN,2
NYPD,Noise,no_violation,"(63.33, 2677.65]",12 MANHATTAN,2
NYPD,Noise,no_violation,"(63.33, 2677.65]",12 MANHATTAN,2
NYPD,Noise,info_needed,"(63.33, 2677.65]",03 MANHATTAN,3
NYPD,Noise,no_violation,"(63.33, 2677.65]",10 MANHATTAN,3
NYPD,Noise,info_needed,"(63.33, 2677.65]",03 MANHATTAN,3
NYPD,Noise,info_needed,"(63.33, 2677.65]",03 MANHATTAN,3
NYPD,Noise,fixed,"(63.33, 2677.65]",03 MANHATTAN,1
NYPD,Noise,fixed,"(63.33, 2677.65]",03 MANHATTAN,1
NYPD,Noise,fixed,"(63.33, 2677.65]",03 MANHATTAN,1
NYPD,Traffic,no_violation,"(26.55, 63.33]",07 MANHATTAN,8
NYPD,Noise,no_violation,"(63.33, 2677.65]",12 MANHATTAN,2
NYPD,Noise,no_violation,"(0.069, 26.55]",07 MANHATTAN,6
NYPD,Safety,no_violation,"(63.33, 2677.65]",12 MANHATTAN,2
NYPD,Noise,fixed,"(26.55, 63.33]",08 MANHATTAN,1
NYPD,Noise,no_violation,"(0.069, 26.55]",10 MANHATTAN,6
NYPD,Noise,no_violation,"(63.33, 2677.65]",03 MANHATTAN,3
NYPD,Noise,no_violation,"(63.33, 2677.65]",02 MANHATTAN,3
NYPD,Noise,fixed,"(0.069, 26.55]",03 MANHATTAN,6
NYPD,Noise,no_violation,"(63.33, 2677.65]",02 MANHATTAN,3
NYPD,Noise,fixed,"(0.069, 26.55]",03 MANHATTAN,6
NYPD,Noise,no_violation,"(0.069, 26.55]",12 MANHATTAN,2
NYPD,Noise,no_violation,"(63.33, 2677.65]",07 MANHATTAN,3
NYPD,Noise,no_violation,"(0.069, 26.55]",11 MANHATTAN,6
NYPD,Noise,no_violation,"(0.069, 26.55]",11 MANHATTAN,6
NYPD,Noise,no_violation,"(0.069, 26.55]",12 MANHATTAN,2
NYPD,Noise,no_violation,"(63.33, 2677.65]",07 MANHATTAN,3
NYPD,Noise,fixed,"(26.55, 63.33]",10 MANHATTAN,1
NYPD,Noise,no_violation,"(63.33, 2677.65]",03 MANHATTAN,3
NYPD,Noise,fixed,"(0.069, 26.55]",10 MANHATTAN,1
NYPD,Noise,fixed,"(26.55, 63.33]",10 MANHATTAN,1
NYPD,Noise,no_violation,"(26.55, 63.33]",10 MANHATTAN,1
NYPD,Noise,fixed,"(0.069, 26.55]",11 MANHATTAN,10
NYPD,Noise,no_violation,"(0.069, 26.55]",10 MANHATTAN,6
NYPD,Noise,fixed,"(0.069, 26.55]",11 MANHATTAN,10
NYPD,Noise,no_violation,"(63.33, 2677.65]",03 MANHATTAN,3
NYPD,Noise,fixed,"(26.55, 63.33]",12 MANHATTAN,1
NYPD,Noise,info_needed,"(63.33, 2677.65]",03 MANHATTAN,3
NYPD,Noise,fixed,"(26.55, 63.33]",12 MANHATTAN,1
NYPD,Noise,no_violation,"(26.55, 63.33]",10 MANHATTAN,1
NYPD,Noise,fixed,"(0.069, 26.55]",12 MANHATTAN,10
NYPD,Noise,fixed,"(0.069, 26.55]",12 MANHATTAN,10
NYPD,Noise,fixed,"(0.069, 26.55]",10 MANHATTAN,1
NYPD,Noise,no_violation,"(63.33, 2677.65]",03 MANHATTAN,3
NYPD,Noise,no_violation,"(63.33, 2677.65]",12 MANHATTAN,2
NYPD,Noise,no_violation,"(63.33, 2677.65]",10 MANHATTAN,3
NYPD,Noise,no_violation,"(63.33, 2677.65]",03 MANHATTAN,3
NYPD,Traffic,no_violation,"(26.55, 63.33]",04 MANHATTAN,8
NYPD,Noise,no_violation,"(0.069, 26.55]",03 MANHATTAN,6
NYPD,Noise,fixed,"(0.069, 26.55]",09 MANHATTAN,10
NYPD,Noise,no_violation,"(63.33, 2677.65]",12 MANHATTAN,2
NYPD,Noise,fixed,"(26.55, 63.33]",10 MANHATTAN,1
NYPD,Other,fixed,"(63.33, 2677.65]",10 MANHATTAN,1
NYPD,Noise,fixed,"(63.33, 2677.65]",10 MANHATTAN,1
NYPD,Noise,fixed,"(0.069, 26.55]",12 MANHATTAN,10
NYPD,Noise,fixed,"(0.069, 26.55]",12 MANHATTAN,10
NYPD,Noise,no_violation,"(26.55, 63.33]",11 MANHATTAN,2
NYPD,Noise,no_violation,"(0.069, 26.55]",03 MANHATTAN,6
NYPD,Noise,fixed,"(26.55, 63.33]",06 MANHATTAN,1
NYPD,Traffic,no_violation,"(0.069, 26.55]",12 MANHATTAN,2
NYPD,Safety,no_violation,"(26.55, 63.33]",11 MANHATTAN,2
NYPD,Noise,fixed,"(0.069, 26.55]",12 MANHATTAN,10
NYPD,Noise,no_violation,"(26.55, 63.33]",10 MANHATTAN,1
NYPD,Noise,fixed,"(0.069, 26.55]",12 MANHATTAN,10
NYPD,Noise,no_violation,"(0.069, 26.55]",10 MANHATTAN,6
NYPD,Noise,fixed,"(26.55, 63.33]",02 MANHATTAN,1
NYPD,Noise,no_violation,"(0.069, 26.55]",10 MANHATTAN,6
NYPD,Noise,no_violation,"(0.069, 26.55]",06 MANHATTAN,6
NYPD,Noise,no_violation,"(0.069, 26.55]",12 MANHATTAN,2
NYPD,Noise,no_violation,"(0.069, 26.55]",10 MANHATTAN,6
NYPD,Noise,fixed,"(26.55, 63.33]",02 MANHATTAN,1
NYPD,Noise,no_violation,"(26.55, 63.33]",06 MANHATTAN,2
NYPD,Noise,no_violation,"(26.55, 63.33]",11 MANHATTAN,2
NYPD,Noise,no_violation,"(0.069, 26.55]",06 MANHATTAN,6
NYPD,Noise,fixed,"(0.069, 26.55]",12 MANHATTAN,10
NYPD,Noise,info_needed,"(26.55, 63.33]",11 MANHATTAN,1
NYPD,Noise,fixed,"(0.069, 26.55]",12 MANHATTAN,10
NYPD,Noise,no_violation,"(63.33, 2677.65]",12 MANHATTAN,2
NYPD,Noise,fixed,"(26.55, 63.33]",04 MANHATTAN,1
NYPD,Noise,fixed,"(26.55, 63.33]",04 MANHATTAN,1
NYPD,Noise,fixed,"(0.069, 26.55]",12 MANHATTAN,10
NYPD,Other,no_violation,"(26.55, 63.33]",02 MANHATTAN,2
NYPD,Traffic,fixed,"(0.069, 26.55]",05 MANHATTAN,10
NYPD,Noise,fixed,"(63.33, 2677.65]",11 MANHATTAN,1
NYPD,Noise,info_needed,"(63.33, 2677.65]",03 MANHATTAN,3
NYPD,Noise,no_violation,"(63.33, 2677.65]",10 MANHATTAN,3
NYPD,Traffic,no_violation,"(0.069, 26.55]",03 MANHATTAN,6
NYPD,Noise,info_needed,"(63.33, 2677.65]",03 MANHATTAN,3
NYPD,Noise,fixed,"(26.55, 63.33]",10 MANHATTAN,1
NYPD,Noise,info_needed,"(0.069, 26.55]",03 MANHATTAN,6
NYPD,Noise,info_needed,"(63.33, 2677.65]",03 MANHATTAN,3
NYPD,Noise,no_violation,"(0.069, 26.55]",10 MANHATTAN,6
NYPD,Noise,fixed,"(0.069, 26.55]",10 MANHATTAN,1
NYPD,Noise,fixed,"(0.069, 26.55]",06 MANHATTAN,10
NYPD,Noise,no_violation,"(63.33, 2677.65]",03 MANHATTAN,3
NYPD,Noise,no_violation,"(26.55, 63.33]",12 MANHATTAN,2
NYPD,Noise,no_violation,"(26.55, 63.33]",12 MANHATTAN,2
NYPD,Noise,fixed,"(63.33, 2677.65]",12 MANHATTAN,10
NYPD,Noise,no_violation,"(26.55, 63.33]",11 MANHATTAN,2
NYPD,Noise,no_violation,"(0.069, 26.55]",12 MANHATTAN,2
NYPD,Noise,info_needed,"(26.55, 63.33]",11 MANHATTAN,1
NYPD,Noise,no_violation,"(0.069, 26.55]",01 MANHATTAN,6
NYPD,Noise,info_needed,"(63.33, 2677.65]",03 MANHATTAN,3
NYPD,Noise,no_violation,"(26.55, 63.33]",04 MANHATTAN,2
NYPD,Noise,fixed,"(0.069, 26.55]",09 MANHATTAN,10
NYPD,Noise,no_violation,"(63.33, 2677.65]",03 MANHATTAN,3
NYPD,Noise,no_violation,"(63.33, 2677.65]",03 MANHATTAN,3
NYPD,Noise,no_violation,"(0.069, 26.55]",10 MANHATTAN,6
NYPD,Noise,info_needed,"(0.069, 26.55]",10 MANHATTAN,1
NYPD,Traffic,info_needed,"(63.33, 2677.65]",09 MANHATTAN,7
NYPD,Noise,no_violation,"(63.33, 2677.65]",09 MANHATTAN,3
NYPD,Noise,fixed,"(63.33, 2677.65]",09 MANHATTAN,1
NYPD,Noise,no_violation,"(63.33, 2677.65]",09 MANHATTAN,3
NYPD,Noise,no_violation,"(0.069, 26.55]",03 MANHATTAN,6
NYPD,Noise,fixed,"(63.33, 2677.65]",09 MANHATTAN,1
NYPD,Noise,info_needed,"(63.33, 2677.65]",09 MANHATTAN,3
NYPD,Noise,no_violation,"(63.33, 2677.65]",09 MANHATTAN,3
NYPD,Noise,no_violation,"(63.33, 2677.65]",09 MANHATTAN,3
NYPD,Noise,fixed,"(63.33, 2677.65]",09 MANHATTAN,1
NYPD,Noise,fixed,"(63.33, 2677.65]",09 MANHATTAN,1
NYPD,Safety,no_violation,"(63.33, 2677.65]",09 MANHATTAN,3
NYPD,Noise,no_violation,"(63.33, 2677.65]",02 MANHATTAN,3
NYPD,Noise,no_violation,"(63.33, 2677.65]",09 MANHATTAN,3
NYPD,Safety,fixed,"(63.33, 2677.65]",02 MANHATTAN,1
NYPD,Noise,no_violation,"(63.33, 2677.65]",09 MANHATTAN,3
NYPD,Noise,info_needed,"(63.33, 2677.65]",09 MANHATTAN,3
NYPD,Noise,no_violation,"(63.33, 2677.65]",03 MANHATTAN,3
NYPD,Noise,no_violation,"(63.33, 2677.65]",03 MANHATTAN,3
NYPD,Noise,no_violation,"(0.069, 26.55]",02 MANHATTAN,6
NYPD,Noise,info_needed,"(63.33, 2677.65]",03 MANHATTAN,3
NYPD,Noise,info_needed,"(63.33, 2677.65]",03 MANHATTAN,3
NYPD,Noise,fixed,"(63.33, 2677.65]",02 MANHATTAN,1
NYPD,Traffic,no_violation,"(0.069, 26.55]",10 MANHATTAN,6
NYPD,Traffic,info_needed,"(63.33, 2677.65]",03 MANHATTAN,7
NYPD,Noise,no_violation,"(63.33, 2677.65]",09 MANHATTAN,3
NYPD,Noise,no_violation,"(63.33, 2677.65]",09 MANHATTAN,3
NYPD,Noise,no_violation,"(63.33, 2677.65]",04 MANHATTAN,3
NYPD,Noise,fixed,"(63.33, 2677.65]",09 MANHATTAN,1
NYPD,Noise,no_violation,"(63.33, 2677.65]",04 MANHATTAN,3
NYPD,Noise,no_violation,"(63.33, 2677.65]",04 MANHATTAN,3
NYPD,Noise,no_violation,"(63.33, 2677.65]",09 MANHATTAN,3
NYPD,Noise,fixed,"(63.33, 2677.65]",09 MANHATTAN,1
NYPD,Noise,no_violation,"(26.55, 63.33]",11 MANHATTAN,2
NYPD,Noise,no_violation,"(63.33, 2677.65]",09 MANHATTAN,3
NYPD,Noise,fixed,"(63.33, 2677.65]",09 MANHATTAN,1
NYPD,Noise,no_violation,"(26.55, 63.33]",09 MANHATTAN,2
NYPD,Noise,no_violation,"(26.55, 63.33]",11 MANHATTAN,2
NYPD,Noise,fixed,"(26.55, 63.33]",09 MANHATTAN,1
NYPD,Traffic,no_violation,"(26.55, 63.33]",09 MANHATTAN,8
NYPD,Noise,no_violation,"(63.33, 2677.65]",02 MANHATTAN,3
NYPD,Noise,no_violation,"(0.069, 26.55]",11 MANHATTAN,6
NYPD,Noise,no_violation,"(63.33, 2677.65]",03 MANHATTAN,3
NYPD,Noise,fixed,"(63.33, 2677.65]",09 MANHATTAN,1
NYPD,Noise,no_violation,"(63.33, 2677.65]",03 MANHATTAN,3
NYPD,Noise,fixed,"(63.33, 2677.65]",09 MANHATTAN,1
NYPD,Noise,fixed,"(63.33, 2677.65]",09 MANHATTAN,1
NYPD,Noise,fixed,"(26.55, 63.33]",09 MANHATTAN,1
NYPD,Other,no_violation,"(0.069, 26.55]",03 MANHATTAN,6
NYPD,Noise,no_violation,"(63.33, 2677.65]",09 MANHATTAN,3
NYPD,Noise,no_violation,"(63.33, 2677.65]",03 MANHATTAN,3
NYPD,Safety,fixed,"(26.55, 63.33]",04 MANHATTAN,1
NYPD,Safety,fixed,"(26.55, 63.33]",04 MANHATTAN,1
NYPD,Noise,fixed,"(0.069, 26.55]",11 MANHATTAN,10
NYPD,Noise,no_violation,"(63.33, 2677.65]",03 MANHATTAN,3
NYPD,Noise,fixed,"(63.33, 2677.65]",03 MANHATTAN,1
NYPD,Noise,fixed,"(63.33, 2677.65]",03 MANHATTAN,1
NYPD,Noise,fixed,"(63.33, 2677.65]",03 MANHATTAN,1
NYPD,Noise,fixed,"(63.33, 2677.65]",03 MANHATTAN,1
NYPD,Noise,no_violation,"(63.33, 2677.65]",03 MANHATTAN,3
NYPD,Noise,no_violation,"(26.55, 63.33]",06 MANHATTAN,2
NYPD,Noise,no_violation,"(0.069, 26.55]",03 MANHATTAN,6
NYPD,Noise,no_violation,"(26.55, 63.33]",09 MANHATTAN,2
NYPD,Noise,fixed,"(63.33, 2677.65]",03 MANHATTAN,1
NYPD,Noise,fixed,"(63.33, 2677.65]",03 MANHATTAN,1
NYPD,Noise,no_violation,"(26.55, 63.33]",09 MANHATTAN,2
NYPD,Noise,fixed,"(63.33, 2677.65]",03 MANHATTAN,1
NYPD,Noise,no_violation,"(26.55, 63.33]",02 MANHATTAN,2
NYPD,Noise,no_violation,"(0.069, 26.55]",09 MANHATTAN,6
NYPD,Noise,no_violation,"(63.33, 2677.65]",02 MANHATTAN,3
NYPD,Noise,no_violation,"(63.33, 2677.65]",03 MANHATTAN,3
NYPD,Noise,fixed,"(0.069, 26.55]",05 MANHATTAN,10
NYPD,Noise,fixed,"(26.55, 63.33]",09 MANHATTAN,1
NYPD,Noise,info_needed,"(26.55, 63.33]",03 MANHATTAN,1
NYPD,Noise,info_needed,"(63.33, 2677.65]",02 MANHATTAN,3
NYPD,Noise,info_needed,"(63.33, 2677.65]",02 MANHATTAN,3
NYPD,Noise,fixed,"(63.33, 2677.65]",02 MANHATTAN,1
NYPD,Other,no_violation,"(26.55, 63.33]",02 MANHATTAN,2
NYPD,Noise,fixed,"(0.069, 26.55]",12 MANHATTAN,10
NYPD,Noise,no_violation,"(0.069, 26.55]",12 MANHATTAN,2
NYPD,Noise,no_violation,"(0.069, 26.55]",12 MANHATTAN,2
NYPD,Noise,fixed,"(26.55, 63.33]",12 MANHATTAN,1
NYPD,Noise,no_violation,"(63.33, 2677.65]",10 MANHATTAN,3
NYPD,Noise,fixed,"(0.069, 26.55]",02 MANHATTAN,10
NYPD,Noise,fixed,"(0.069, 26.55]",02 MANHATTAN,10
NYPD,Noise,fixed,"(26.55, 63.33]",02 MANHATTAN,1
NYPD,Noise,no_violation,"(0.069, 26.55]",12 MANHATTAN,2
NYPD,Noise,fixed,"(0.069, 26.55]",12 MANHATTAN,10
NYPD,Noise,fixed,"(0.069, 26.55]",12 MANHATTAN,10
NYPD,Noise,referred,"(0.069, 26.55]",10 MANHATTAN,1
NYPD,Noise,no_violation,"(63.33, 2677.65]",03 MANHATTAN,3
NYPD,Noise,no_violation,"(63.33, 2677.65]",03 MANHATTAN,3
NYPD,Noise,no_violation,"(0.069, 26.55]",05 MANHATTAN,6
NYPD,Noise,no_violation,"(0.069, 26.55]",11 MANHATTAN,6
NYPD,Noise,fixed,"(0.069, 26.55]",12 MANHATTAN,10
NYPD,Noise,fixed,"(63.33, 2677.65]",12 MANHATTAN,10
NYPD,Noise,no_violation,"(0.069, 26.55]",12 MANHATTAN,2
NYPD,Noise,no_violation,"(63.33, 2677.65]",12 MANHATTAN,2
NYPD,Noise,no_violation,"(26.55, 63.33]",01 MANHATTAN,2
NYPD,Noise,fixed,"(0.069, 26.55]",12 MANHATTAN,10
NYPD,Noise,fixed,"(63.33, 2677.65]",12 MANHATTAN,10
NYPD,Noise,info_needed,"(63.33, 2677.65]",02 MANHATTAN,3
NYPD,Noise,no_violation,"(63.33, 2677.65]",02 MANHATTAN,3
NYPD,Noise,fixed,"(26.55, 63.33]",01 MANHATTAN,1
NYPD,Noise,no_violation,"(26.55, 63.33]",12 MANHATTAN,2
NYPD,Noise,no_violation,"(26.55, 63.33]",12 MANHATTAN,2
NYPD,Traffic,fixed,"(26.55, 63.33]",05 MANHATTAN,1
NYPD,Noise,no_violation,"(63.33, 2677.65]",12 MANHATTAN,2
NYPD,Noise,no_violation,"(63.33, 2677.65]",12 MANHATTAN,2
NYPD,Other,no_violation,"(63.33, 2677.65]",12 MANHATTAN,2
NYPD,Noise,fixed,"(0.069, 26.55]",12 MANHATTAN,10
NYPD,Noise,fixed,"(26.55, 63.33]",03 MANHATTAN,1
NYPD,Noise,no_violation,"(63.33, 2677.65]",12 MANHATTAN,2
NYPD,Noise,no_violation,"(0.069, 26.55]",12 MANHATTAN,2
NYPD,Noise,fixed,"(63.33, 2677.65]",12 MANHATTAN,10
NYPD,Noise,no_violation,"(0.069, 26.55]",12 MANHATTAN,2
NYPD,Noise,fixed,"(0.069, 26.55]",11 MANHATTAN,10
NYPD,Noise,fixed,"(0.069, 26.55]",11 MANHATTAN,10
NYPD,Noise,fixed,"(0.069, 26.55]",10 MANHATTAN,1
NYPD,Noise,no_violation,"(26.55, 63.33]",03 MANHATTAN,2
NYPD,Noise,no_violation,"(63.33, 2677.65]",12 MANHATTAN,2
NYPD,Noise,no_violation,"(63.33, 2677.65]",12 MANHATTAN,2
NYPD,Noise,no_violation,"(26.55, 63.33]",01 MANHATTAN,2
NYPD,Noise,no_violation,"(0.069, 26.55]",12 MANHATTAN,2
NYPD,Noise,no_violation,"(26.55, 63.33]",09 MANHATTAN,2
NYPD,Noise,fixed,"(0.069, 26.55]",09 MANHATTAN,10
NYPD,Noise,fixed,"(26.55, 63.33]",06 MANHATTAN,1
NYPD,Noise,fixed,"(63.33, 2677.65]",03 MANHATTAN,1
NYPD,Noise,fixed,"(26.55, 63.33]",10 MANHATTAN,1
NYPD,Noise,no_violation,"(0.069, 26.55]",09 MANHATTAN,6
NYPD,Noise,no_violation,"(63.33, 2677.65]",10 MANHATTAN,3
NYPD,Noise,fixed,"(0.069, 26.55]",10 MANHATTAN,1
NYPD,Noise,fixed,"(0.069, 26.55]",10 MANHATTAN,1
NYPD,Noise,fixed,"(63.33, 2677.65]",11 MANHATTAN,1
NYPD,House,no_violation,"(63.33, 2677.65]",04 MANHATTAN,3
NYPD,Personal Issue,no_violation,"(63.33, 2677.65]",04 MANHATTAN,3
NYPD,Noise,no_violation,"(63.33, 2677.65]",02 MANHATTAN,3
NYPD,Noise,no_violation,"(63.33, 2677.65]",12 MANHATTAN,2
NYPD,Traffic,no_violation,"(26.55, 63.33]",12 MANHATTAN,2
NYPD,Traffic,no_violation,"(26.55, 63.33]",12 MANHATTAN,2
NYPD,Noise,fixed,"(26.55, 63.33]",12 MANHATTAN,1
NYPD,Noise,fixed,"(26.55, 63.33]",07 MANHATTAN,1
NYPD,Noise,no_violation,"(63.33, 2677.65]",03 MANHATTAN,3
NYPD,Noise,fixed,"(63.33, 2677.65]",03 MANHATTAN,1
NYPD,Noise,fixed,"(63.33, 2677.65]",03 MANHATTAN,1
NYPD,Noise,fixed,"(63.33, 2677.65]",03 MANHATTAN,1
NYPD,Noise,no_violation,"(63.33, 2677.65]",03 MANHATTAN,3
NYPD,Noise,no_violation,"(63.33, 2677.65]",03 MANHATTAN,3
NYPD,Noise,no_violation,"(63.33, 2677.65]",12 MANHATTAN,2
NYPD,Noise,no_violation,"(63.33, 2677.65]",12 MANHATTAN,2
NYPD,Noise,no_violation,"(63.33, 2677.65]",12 MANHATTAN,2
NYPD,Personal Issue,fixed,"(63.33, 2677.65]",04 MANHATTAN,3
NYPD,Noise,fixed,"(26.55, 63.33]",12 MANHATTAN,1
NYPD,Noise,fixed,"(0.069, 26.55]",12 MANHATTAN,10
NYPD,Noise,fixed,"(26.55, 63.33]",12 MANHATTAN,1
NYPD,Noise,fixed,"(26.55, 63.33]",12 MANHATTAN,1
NYPD,Noise,fixed,"(26.55, 63.33]",12 MANHATTAN,1
NYPD,Noise,fixed,"(26.55, 63.33]",12 MANHATTAN,1
NYPD,Noise,fixed,"(26.55, 63.33]",12 MANHATTAN,1
NYPD,Noise,fixed,"(26.55, 63.33]",12 MANHATTAN,1
NYPD,Noise,no_violation,"(0.069, 26.55]",12 MANHATTAN,2
NYPD,Noise,fixed,"(26.55, 63.33]",12 MANHATTAN,1
NYPD,Noise,fixed,"(63.33, 2677.65]",12 MANHATTAN,10
NYPD,Noise,fixed,"(63.33, 2677.65]",12 MANHATTAN,10
NYPD,Noise,fixed,"(63.33, 2677.65]",12 MANHATTAN,10
NYPD,Noise,fixed,"(63.33, 2677.65]",12 MANHATTAN,10
NYPD,Traffic,no_violation,"(63.33, 2677.65]",12 MANHATTAN,7
NYPD,Traffic,no_violation,"(63.33, 2677.65]",12 MANHATTAN,7
NYPD,Traffic,no_violation,"(63.33, 2677.65]",12 MANHATTAN,7
NYPD,Traffic,no_violation,"(63.33, 2677.65]",12 MANHATTAN,7
NYPD,Noise,no_violation,"(0.069, 26.55]",12 MANHATTAN,2
NYPD,Noise,fixed,"(63.33, 2677.65]",12 MANHATTAN,10
NYPD,Noise,no_violation,"(63.33, 2677.65]",12 MANHATTAN,2
NYPD,Noise,no_violation,"(63.33, 2677.65]",12 MANHATTAN,2
NYPD,Noise,no_violation,"(63.33, 2677.65]",12 MANHATTAN,2
NYPD,Noise,no_violation,"(63.33, 2677.65]",12 MANHATTAN,2
NYPD,Noise,no_violation,"(63.33, 2677.65]",12 MANHATTAN,2
NYPD,Noise,no_violation,"(63.33, 2677.65]",12 MANHATTAN,2
NYPD,Noise,no_violation,"(63.33, 2677.65]",12 MANHATTAN,2
NYPD,Noise,no_violation,"(26.55, 63.33]",10 MANHATTAN,1
NYPD,Noise,no_violation,"(63.33, 2677.65]",12 MANHATTAN,2
NYPD,Noise,fixed,"(63.33, 2677.65]",06 MANHATTAN,1
NYPD,Noise,fixed,"(26.55, 63.33]",01 MANHATTAN,1
NYPD,Noise,no_violation,"(63.33, 2677.65]",02 MANHATTAN,3
